['0', '7227581/4363736229', '390707/117938817', '21686749/4363736229', '28920353/4363736229', '72315953/8727472458', '43400651/4363736229', '101298793/8727472458', '57905245/4363736229', '65169256/4363736229', '72442487/4363736229', '17716891/969719162', '87020933/4363736229', '94328354/4363736229', '11294382/484859581', '217970633/8727472458', '12926356/484859581', '6686827/235877634', '262187747/8727472458', '92334137/2909157486', '97286413/2909157486', '153380500/4363736229', '321710519/8727472458', '168355369/4363736229', '117254911/2909157486', '366875687/8727472458', '191023459/4363736229', '198640967/4363736229', '206292191/4363736229', '427958099/8727472458', '443407177/8727472458', '229467953/4363736229', '237274426/4363736229', '245125465/4363736229', '506047369/8727472458']
['777350345/27224838897', '2332082437/81674516691', '259124385/9074946299', '2332162783/81674516691', '2332213025/81674516691', '2332270745/81674516691', '2332336369/81674516691', '2332410179/81674516691', '259165807/9074946299', '2332582513/81674516691', '2332680655/81674516691', '259198469/9074946299', '777632861/27224838897', '2333016977/81674516691', '259237835/9074946299', '777756059/27224838897', '2333398895/81674516691', '2333531555/81674516691', '2333664917/81674516691', '2333797849/81674516691', '777976373/27224838897', '2334057565/81674516691', '2334182093/81674516691', '2334301643/81674516691', '778138423/27224838897', '2334522157/81674516691', '259402403/9074946299', '2334713159/81674516691', '778265477/27224838897', '2334871307/81674516691', '2334937859/81674516691', '2334996365/81674516691', '778349087/27224838897', '2335091111/81674516691', '778376189/27224838897']
['116608213/4083732225', '583048222/20418661125', '583056671/20418661125', '194355529/6806220375', '583078102/20418661125', '583091371/20418661125', '583106477/20418661125', '194374504/6806220375', '583142479/20418661125', '583163381/20418661125', '64798459/2268740125', '64801183/2268740125', '583236757/20418661125', '194421436/6806220375', '25360568/887767875', '583322812/20418661125', '583353269/20418661125', '583384201/20418661125', '116683057/4083732225', '116689256/4083732225', '116695373/4083732225', '583506794/20418661125', '583535779/20418661125', '583563596/20418661125', '3412807/119407375', '583614817/20418661125', '194545957/6806220375', '116731813/4083732225', '194559434/6806220375', '583695578/20418661125', '583710893/20418661125', '583724338/20418661125', '583735999/20418661125', '194582011/6806220375', '194584859/6806220375']
['1166131801/40837377983', '1166144919/40837377983', '1166160450/40837377983', '1166178697/40837377983', '1166199944/40837377983', '1166224452/40837377983', '1166252427/40837377983', '1166284006/40837377983', '1166319245/40837377983', '1166358116/40837377983', '1166400502/40837377983', '1166446206/40837377983', '1166494957/40837377983', '1166546416/40837377983', '1166600187/40837377983', '1166655819/40837377983', '1166712821/40837377983', '1166770699/40837377983', '1166828894/40837377983', '1166886890/40837377983', '1166944129/40837377983', '1167000098/40837377983', '1167054294/40837377983', '1167106245/40837377983', '1167155535/40837377983', '1167201801/40837377983', '1167244746/40837377983', '1167284153/40837377983', '1167319886/40837377983', '1167351904/40837377983', '1167380258/40837377983', '1167405085/40837377983', '1167426594/40837377983', '1167445053/40837377983', '1167460754/40837377983']
['291545368/10209358429', '583096697/20418716858', '583103779/20418716858', '291556055/10209358429', '291560921/10209358429', '583133081/20418716858', '291572975/10209358429', '291580247/10209358429', '291588383/10209358429', '583194735/20418716858', '583214371/20418716858', '583235559/20418716858', '291629100/10209358429', '291641054/10209358429', '583307123/20418716858', '583333007/20418716858', '291679776/10209358429', '291693249/10209358429', '583413609/20418716858', '291720305/10209358429', '291733632/10209358429', '291746652/10209358429', '583518515/20418716858', '583542649/20418716858', '291782769/10209358429', '291793492/10209358429', '583606875/20418716858', '291812544/10209358429', '291820792/10209358429', '291828163/10209358429', '583669365/20418716858', '583680747/20418716858', '583690595/20418716858', '291849510/10209358429', '583706177/20418716858']
['583112479/20418741119', '583117939/20418741119', '1166248863/40837482238', '1166264181/40837482238', '83305864/2916963017', '583151421/20418741119', '583163310/20418741119', '1166353563/40837482238', '583191869/20418741119', '1166417129/40837482238', '25357688/887771353', '166641875/5833926034', '1166535327/40837482238', '583289977/20418741119', '583313329/20418741119', '583337516/20418741119', '1166724639/40837482238', '583387515/20418741119', '583412854/20418741119', '1166876201/40837482238', '1166926011/40837482238', '583487337/20418741119', '1167021741/40837482238', '7832663/274077062', '7249127/253648958', '25372813/887771353', '1167186387/40837482238', '1167220225/40837482238', '583625404/20418741119', '1167278111/40837482238', '1167302197/40837482238', '583661600/20418741119', '583670662/20418741119', '583678405/20418741119', '583684964/20418741119']
['291567111/10209382690', '583139181/20418765380', '145786271/5104691345', '583152071/20418765380', '291580127/10209382690', '583169761/20418765380', '58318067/2041876538', '583193069/20418765380', '145801743/5104691345', '291611197/10209382690', '583239277/20418765380', '291628783/10209382690', '583277127/20418765380', '291648923/10209382690', '116663907/4083753076', '116668405/4083753076', '583365087/20418765380', '145847133/5104691345', '583412099/20418765380', '583435591/20418765380', '583458747/20418765380', '58348137/2041876538', '291751613/10209382690', '291762069/10209382690', '44887993/1570674260', '291781207/10209382690', '145894878/5104691345', '583595137/20418765380', '145902306/5104691345', '116724357/4083753076', '145908208/5104691345', '583642453/20418765380', '583650729/20418765380', '58365779/2041876538', '583663751/20418765380']
['1166306417/40837572887', '1166315474/40837572887', '1166326291/40837572887', '1166339106/40837572887', '1166354159/40837572887', '1166371667/40837572887', '1166391812/40837572887', '1166414732/40837572887', '1166440496/40837572887', '1166469102/40837572887', '1166500481/40837572887', '1166534496/40837572887', '1166570937/40837572887', '1166609548/40837572887', '1166650018/40837572887', '1166691986/40837572887', '1166735059/40837572887', '1166778835/40837572887', '1166822866/40837572887', '1166866730/40837572887', '1166909977/40837572887', '1166952191/40837572887', '1166992970/40837572887', '1167031938/40837572887', '1167068766/40837572887', '1167103179/40837572887', '1167134952/40837572887', '1167163929/40837572887', '1167190028/40837572887', '1167213242/40837572887', '1167233636/40837572887', '1167251349/40837572887', '1167266568/40837572887', '1167279515/40837572887', '1167290435/40837572887']
['583172195/20418807507', '83310899/2916972501', '1571917/55037217', '583187035/20418807507', '83313415/2916972501', '83314558/2916972501', '194403714/6806269169', '194407221/6806269169', '583233524/20418807507', '583246708/20418807507', '583261204/20418807507', '583276930/20418807507', '194431270/6806269169', '194437234/6806269169', '583330483/20418807507', '194449987/6806269169', '583369972/20418807507', '583390303/20418807507', '583410767/20418807507', '583431139/20418807507', '583451230/20418807507', '583470821/20418807507', '583489744/20418807507', '194502600/6806269169', '583524857/20418807507', '583540765/20418807507', '3670160/128420173', '583568792/20418807507', '583580804/20418807507', '583591457/20418807507', '583600804/20418807507', '583608896/20418807507', '194538613/6806269169', '194540575/6806269169', '194542228/6806269169']
['46655099/1633506061', '1166384957/40837651525', '1166393934/40837651525', '1166404618/40837651525', '1166417222/40837651525', '1166431946/40837651525', '1166448962/40837651525', '1166468398/40837651525', '233298066/8167530305', '1166514769/40837651525', '233308332/8167530305', '106051899/3712513775', '233320456/8167530305', '1166635603/40837651525', '1166670587/40837651525', '1166706914/40837651525', '1166744228/40837651525', '1166782167/40837651525', '1166820341/40837651525', '1166858357/40837651525', '106081438/3712513775', '1166932354/40837651525', '1166967601/40837651525', '1167001226/40837651525', '1167032943/40837651525', '1167062507/40837651525', '46683589/1633506061', '233422894/8167530305', '1167136677/40837651525', '1167156351/40837651525', '1167173567/40837651525', '1167188454/40837651525', '1167201188/40837651525', '46688479/1633506061', '1167221032/40837651525']
['291602640/10209422009', '291604332/10209422009', '583212727/20418844018', '583217583/20418844018', '583223317/20418844018', '291615020/10209422009', '291618910/10209422009', '583246735/20418844018', '291628403/10209422009', '583268061/20418844018', '291640228/10209422009', '583293959/20418844018', '291654235/10209422009', '583323901/20418844018', '291670052/10209422009', '583356953/20418844018', '291687128/10209422009', '291695932/10209422009', '291704787/10209422009', '291713609/10209422009', '291722294/10209422009', '583461533/20418844018', '583477857/20418844018', '291746713/10209422009', '291754043/10209422009', '291760871/10209422009', '583534285/20418844018', '291772839/10209422009', '583555873/20418844018', '291782447/10209422009', '583572763/20418844018', '291789779/10209422009', '583585349/20418844018', '291795125/10209422009', '291797174/10209422009']
['2332878617/81675439177', '2332890933/81675439177', '2332905775/81675439177', '2332923523/81675439177', '2332944553/81675439177', '2332969235/81675439177', '2332997883/81675439177', '2333030745/81675439177', '2333067971/81675439177', '2333109605/81675439177', '2333155567/81675439177', '2333205669/81675439177', '2333259607/81675439177', '2333316985/81675439177', '2333377321/81675439177', '2333440057/81675439177', '2333504555/81675439177', '2333570167/81675439177', '2333636199/81675439177', '2333701943/81675439177', '2333766689/81675439177', '2333829781/81675439177', '2333890561/81675439177', '2333948449/81675439177', '2334002935/81675439177', '2334053597/81675439177', '2334100101/81675439177', '2334142237/81675439177', '2334179911/81675439177', '2334213157/81675439177', '2334242123/81675439177', '2334267061/81675439177', '2334288295/81675439177', '2334306203/81675439177', '2334321167/81675439177']
['1166468057/40837751141', '106043055/3712522831', '1166480321/40837751141', '1166488357/40837751141', '1166497919/40837751141', '1166509155/40837751141', '1166522243/40837751141', '1166537275/40837751141', '1166554359/40837751141', '1166573483/40837751141', '1166594655/40837751141', '1166617751/40837751141', '1166642667/40837751141', '1166669183/40837751141', '1166697113/40837751141', '1166726151/40837751141', '1166756043/40837751141', '1166786439/40837751141', '1166817051/40837751141', '1166847507/40837751141', '1166877513/40837751141', '1166906715/40837751141', '1166934847/40837751141', '1166961597/40837751141', '1166986763/40837751141', '1167010113/40837751141', '1167031531/40837751141', '1167050881/40837751141', '1167068165/40837751141', '1167083369/40837751141', '1167096597/40837751141', '1167107945/40837751141', '1167117597/40837751141', '1167125703/40837751141', '1167132471/40837751141']
['2332985961/81675556717', '2332996053/81675556717', '2333008277/81675556717', '2333022959/81675556717', '2333040441/81675556717', '2333061053/81675556717', '2333085087/81675556717', '2333112775/81675556717', '2333144273/81675556717', '2333179627/81675556717', '2333218795/81675556717', '2333261617/81675556717', '2333307837/81675556717', '2333357107/81675556717', '2333409011/81675556717', '2333463047/81675556717', '2333518659/81675556717', '2333575259/81675556717', '2333632231/81675556717', '2333688943/81675556717', '2333744765/81675556717', '2333799103/81675556717', '2333851379/81675556717', '2333901079/81675556717', '2333947759/81675556717', '2333991045/81675556717', '2334030661/81675556717', '2334066425/81675556717', '2334098285/81675556717', '2334126281/81675556717', '2334150565/81675556717', '2334171377/81675556717', '2334189019/81675556717', '2334203823/81675556717', '2334216139/81675556717']
['145814738/5104725697', '145815306/5104725697', '291631989/10209451394', '583267301/20418902788', '583271261/20418902788', '583275949/20418902788', '291640711/10209451394', '291643875/10209451394', '583294957/20418902788', '145825768/5104725697', '291656035/10209451394', '583321933/20418902788', '583332585/20418902788', '291671981/10209451394', '583355949/20418902788', '145842112/5104725697', '145845327/5104725697', '291697205/10209451394', '291703795/10209451394', '291710359/10209451394', '291716813/10209451394', '291723097/10209451394', '291729133/10209451394', '583469741/20418902788', '291740249/10209451394', '291745233/10209451394', '583499565/20418902788', '145876943/5104725697', '145878765/5104725697', '145880364/5104725697', '145881746/5104725697', '145882929/5104725697', '583535711/20418902788', '145884765/5104725697', '291770917/10209451394']
