['0', '106340988/71808016103', '212694443/71808016103', '319072918/71808016103', '425488929/71808016103', '531955045/71808016103', '638483972/71808016103', '745088437/71808016103', '851781275/71808016103', '958575499/71808016103', '1065484212/71808016103', '1172520676/71808016103', '1279698400/71808016103', '1387031023/71808016103', '1494532516/71808016103', '1602216886/71808016103', '1710098763/71808016103', '1818192727/71808016103', '1926513967/71808016103', '2035077876/71808016103', '2143900289/71808016103', '2252997530/71808016103', '2362386333/71808016103', '2472083961/71808016103', '2582108283/71808016103', '2692477747/71808016103', '2803211460/71808016103', '2914329325/71808016103', '3025851996/71808016103', '3137800999/71808016103', '3250198906/71808016103', '3363069288/71808016103', '3476436900/71808016103', '3590327888/71808016103', '3704769788/71808016103', '3819791799/71808016103', '3935425059/71808016103']
['2266393171/83942300405', '2266447606/83942300405', '2266509768/83942300405', '2266580323/83942300405', '2266659786/83942300405', '453349729/16788460081', '2266847157/83942300405', '453391102/16788460081', '453414726/16788460081', '2267201362/83942300405', '2267338291/83942300405', '2267483949/83942300405', '2267637622/83942300405', '2267798577/83942300405', '2267965864/83942300405', '453627709/16788460081', '2268315501/83942300405', '2268495656/83942300405', '2268677773/83942300405', '2268860713/83942300405', '2269043189/83942300405', '2269224053/83942300405', '2269402043/83942300405', '2269576053/83942300405', '2269744918/83942300405', '2269907654/83942300405', '2270063254/83942300405', '2270210927/83942300405', '19742173/729933047', '2270479634/83942300405', '2270599677/83942300405', '2270709826/83942300405', '454161995/16788460081', '2270900298/83942300405', '2270981043/83942300405', '98741422/3649665235', '2271115811/83942300405']
['4533070501/167884933298', '4533171747/167884933298', '4533287561/167884933298', '2266709579/83942466649', '4533567611/167884933298', '4533733799/167884933298', '2266959161/83942466649', '4534121483/167884933298', '4534343259/167884933298', '2267291644/83942466649', '4534840897/167884933298', '98589459/3649672463', '2267702344/83942466649', '4535708129/167884933298', '4536023733/167884933298', '2268174801/83942466649', '2268341853/83942466649', '4537023881/167884933298', '2268683930/83942466649', '4537713359/167884933298', '4538058015/167884933298', '4538399521/167884933298', '2269367785/83942466649', '4539063937/167884933298', '2269691251/83942466649', '2269844641/83942466649', '2269991234/83942466649', '2270130225/83942466649', '4540521865/167884933298', '4540765633/167884933298', '2270495491/83942466649', '2270598736/83942466649', '2270692512/83942466649', '2270776955/83942466649', '4541704723/167884933298', '4541838353/167884933298', '4541955893/167884933298']
['755559110/27980877631', '2266724141/83942632893', '323825399/11991804699', '755612945/27980877631', '46263425/1713114957', '107951674/3997268233', '2267071165/83942632893', '755721991/27980877631', '755756543/27980877631', '2267381926/83942632893', '755834202/27980877631', '755877055/27980877631', '2267767066/83942632893', '2267909552/83942632893', '324008267/11991804699', '324030151/11991804699', '756122735/27980877631', '756176075/27980877631', '756230029/27980877631', '2268852646/83942632893', '2269014826/83942632893', '324167924/11991804699', '756444509/27980877631', '2269487884/83942632893', '2269637584/83942632893', '756593876/27980877631', '756639738/27980877631', '324292789/11991804699', '756723990/27980877631', '2270285999/83942632893', '324341615/11991804699', '324355378/11991804699', '2270575049/83942632893', '2270653612/83942632893', '2270723680/83942632893', '756928549/27980877631', '108135242/3997268233']
['9067216793/335771121851', '9067390785/335771121851', '9067590415/335771121851', '824347085/30524647441', '9068075369/335771121851', '9068364385/335771121851', '9068686195/335771121851', '9069041457/335771121851', '9069430237/335771121851', '9069851981/335771121851', '9070305565/335771121851', '9070789281/335771121851', '9071300923/335771121851', '9071837817/335771121851', '9072396889/335771121851', '9072974689/335771121851', '9073567533/335771121851', '9074171463/335771121851', '9074782325/335771121851', '825035997/30524647441', '9076008023/335771121851', '9076614293/335771121851', '9077210559/335771121851', '9077792743/335771121851', '9078357005/335771121851', '9078899739/335771121851', '9079417679/335771121851', '9079907935/335771121851', '9080368105/335771121851', '9080796291/335771121851', '9081191195/335771121851', '9081552135/335771121851', '825625371/30524647441', '9082172645/335771121851', '9082434037/335771121851', '9082664945/335771121851', '9082867437/335771121851']
['4533862133/167885856065', '4533942503/167885856065', '4534034829/167885856065', '906828053/33577171213', '4534259719/167885856065', '4534394077/167885856065', '906908773/33577171213', '4534709511/167885856065', '4534890979/167885856065', '4535088129/167885856065', '4535300353/167885856065', '4535526951/167885856065', '4535766791/167885856065', '4536018713/167885856065', '4536281151/167885856065', '907310515/33577171213', '4536831123/167885856065', '4537115013/167885856065', '4537402151/167885856065', '907538135/33577171213', '4537978371/167885856065', '4538263357/167885856065', '907708701/33577171213', '907763395/33577171213', '4539081837/167885856065', '4539336483/167885856065', '4539579251/167885856065', '4539808889/167885856065', '908004833/33577171213', '4540224293/167885856065', '908081717/33577171213', '4540576843/167885856065', '4540728983/167885856065', '4540865421/167885856065', '4540986677/167885856065', '4541093651/167885856065', '4541187273/167885856065']
['1511362789/55962039219', '4534162931/167886117657', '503805416/18654013073', '4534346849/167886117657', '1511486063/55962039219', '503842618/18654013073', '1511574520/55962039219', '503875393/18654013073', '4535048567/167886117657', '1511744485/55962039219', '4535432723/167886117657', '4535645639/167886117657', '4535871224/167886117657', '4536108286/167886117657', '4536355436/167886117657', '1512203707/55962039219', '4536873656/167886117657', '4537141252/167886117657', '4537411996/167886117657', '4537684009/167886117657', '4537955278/167886117657', '4538223902/167886117657', '4538487938/167886117657', '504305060/18654013073', '4538994962/167886117657', '4539234572/167886117657', '4539462892/167886117657', '4539678643/167886117657', '1513293584/55962039219', '504452045/18654013073', '4540241053/167886117657', '4540398442/167886117657', '4540540609/167886117657', '4540667893/167886117657', '4540780885/167886117657', '4540880396/167886117657', '4540967392/167886117657']
['4534314601/167886379249', '85554403/3167667533', '4534462659/167886379249', '4534553433/167886379249', '4534656659/167886379249', '4534773047/167886379249', '4534903255/167886379249', '4535047563/167886379249', '4535206155/167886379249', '4535378781/167886379249', '4535565093/167886379249', '85580459/3167667533', '4535975657/167886379249', '4536197859/167886379249', '4536429721/167886379249', '4536669667/167886379249', '4536916189/167886379249', '4537167491/167886379249', '4537421841/167886379249', '4537677343/167886379249', '4537932185/167886379249', '4538184447/167886379249', '4538432371/167886379249', '4538674105/167886379249', '4538908087/167886379249', '4539132661/167886379249', '4539346533/167886379249', '4539548397/167886379249', '4539737339/167886379249', '5322289/196818733', '4540073521/167886379249', '4540220041/167886379249', '4540352235/167886379249', '4540470365/167886379249', '4540575093/167886379249', '4540667141/167886379249', '4540747511/167886379249']
['9069031745/335773221319', '9069159225/335773221319', '9069306409/335773221319', '9069475197/335773221319', '55642131/2059958413', '9069884387/335773221319', '9070127459/335773221319', '9070397281/335773221319', '9070694105/335773221319', '55650415/2059958413', '9071367121/335773221319', '9071741269/335773221319', '9072138371/335773221319', '9072556289/335773221319', '9072992547/335773221319', '9073444319/335773221319', '9073908555/335773221319', '9074382013/335773221319', '9074861193/335773221319', '9075342659/335773221319', '9075822765/335773221319', '9076298019/335773221319', '9076764883/335773221319', '9077220009/335773221319', '9077660229/335773221319', '9078082581/335773221319', '9078484429/335773221319', '9078863473/335773221319', '9079217837/335773221319', '9079546115/335773221319', '9079847397/335773221319', '9080121303/335773221319', '9080368029/335773221319', '9080588259/335773221319', '9080783163/335773221319', '9080954279/335773221319', '9081103407/335773221319']
['2267358572/83943421035', '2267387933/83943421035', '453484375/16788684207', '755820294/27981140345', '2267505347/83943421035', '151170378/5596228069', '2267612102/83943421035', '2267674859/83943421035', '453548795/16788684207', '2267819432/83943421035', '2267901014/83943421035', '755996157/27981140345', '756027119/27981140345', '453635843/16788684207', '2268281413/83943421035', '2268387326/83943421035', '2268496183/83943421035', '2268607261/83943421035', '756239892/27981140345', '2268832658/83943421035', '453789058/16788684207', '756352262/27981140345', '756388752/27981140345', '2269272952/83943421035', '2269376071/83943421035', '453894992/16788684207', '2269568948/83943421035', '2269657538/83943421035', '756580083/27981140345', '2269816799/83943421035', '2269886938/83943421035', '2269950631/83943421035', '756669299/27981140345', '2270058947/83943421035', '151340269/5596228069', '756714523/27981140345', '2270177948/83943421035']
['2267447969/83943523234', '1133737571/41971761617', '4535013229/167887046468', '4535085647/167887046468', '1133792088/41971761617', '4535262055/167887046468', '4535367317/167887046468', '4535484503/167887046468', '4535613761/167887046468', '1133938752/41971761617', '2267953963/83943523234', '1134017993/41971761617', '2268123195/83943523234', '1134107560/41971761617', '1134155600/41971761617', '1134205401/41971761617', '4537026467/167887046468', '4537235521/167887046468', '4537447171/167887046468', '1134414964/41971761617', '4537871911/167887046468', '4538081749/167887046468', '4538287761/167887046468', '1134622107/41971761617', '4538682311/167887046468', '4538868085/167887046468', '1134761139/41971761617', '2269605355/83943523234', '4539365725/167887046468', '2269754497/83943523234', '1134910036/41971761617', '2269879527/83943523234', '4539865847/167887046468', '2269980441/83943523234', '2270022363/83943523234', '2270059051/83943523234', '2270090921/83943523234']
['2267537366/83943625433', '2267562351/83943625433', '2267591354/83943625433', '2267624765/83943625433', '2267663005/83943625433', '2267706385/83943625433', '2267755215/83943625433', '2267809644/83943625433', '2267869786/83943625433', '2267935576/83943625433', '2268006912/83943625433', '2268083501/83943625433', '2268165033/83943625433', '2268251025/83943625433', '2268340987/83943625433', '2268434278/83943625433', '2268530284/83943625433', '2268628260/83943625433', '2268727495/83943625433', '2268827198/83943625433', '2268926621/83943625433', '2269024963/83943625433', '2269121505/83943625433', '2269215476/83943625433', '2269306240/83943625433', '2269393125/83943625433', '2269475608/83943625433', '2269553172/83943625433', '2269625476/83943625433', '2269692195/83943625433', '2269753206/83943625433', '2269808423/83943625433', '2269857950/83943625433', '2269901935/83943625433', '2269940691/83943625433', '2269974533/83943625433', '2270003894/83943625433']
['9070466403/335774862089', '9070558819/335774862089', '9070666213/335774862089', '9070790173/335774862089', '9070932203/335774862089', '9071093629/335774862089', '9071275533/335774862089', '9071478643/335774862089', '9071703301/335774862089', '9071949427/335774862089', '9072216517/335774862089', '9072503643/335774862089', '9072809489/335774862089', '9073132381/335774862089', '9073470321/335774862089', '9073821029/335774862089', '9074181995/335774862089', '9074550559/335774862089', '9074923843/335774862089', '9075298979/335774862089', '9075672965/335774862089', '9076042901/335774862089', '9076405871/335774862089', '9076759121/335774862089', '9077100055/335774862089', '9077426277/335774862089', '9077735661/335774862089', '9078026411/335774862089', '9078297089/335774862089', '9078546653/335774862089', '9078774515/335774862089', '9078980523/335774862089', '9079164983/335774862089', '9079328623/335774862089', '9079472531/335774862089', '9079598059/335774862089', '9079706751/335774862089']
['4535391671/167887611223', '4535434117/167887611223', '4535483505/167887611223', '4535540643/167887611223', '4535606193/167887611223', '4535680859/167887611223', '4535765103/167887611223', '4535859355/167887611223', '4535963729/167887611223', '4536078275/167887611223', '4536202693/167887611223', '4536336641/167887611223', '4536479423/167887611223', '4536630331/167887611223', '4536788347/167887611223', '4536952473/167887611223', '4537121427/167887611223', '4537294039/167887611223', '4537468853/167887611223', '4537644583/167887611223', '4537819723/167887611223', '4537992975/167887611223', '4538162861/167887611223', '4538328169/167887611223', '4538487575/167887611223', '4538640027/167887611223', '4538784445/167887611223', '4538920067/167887611223', '4539046137/167887611223', '4539162263/167887611223', '4539268103/167887611223', '4539363677/167887611223', '4539449083/167887611223', '4539524753/167887611223', '4539591149/167887611223', '4539648993/167887611223', '4539698963/167887611223']
['3023687939/111925179867', '3023714059/111925179867', '9071233541/335775539601', '1007926595/37308393289', '9071460991/335775539601', '9071599697/335775539601', '1007972943/37308393289', '9071932093/335775539601', '3024042295/111925179867', '3024113621/111925179867', '1008063735/37308393289', '9072824381/335775539601', '9073091999/335775539601', '1008152777/37308393289', '9073671589/335775539601', '9073979737/335775539601', '3024765719/111925179867', '9074621467/335775539601', '9074950049/335775539601', '3025093429/111925179867', '9075609481/335775539601', '9075934985/335775539601', '1008472683/37308393289', '1008507167/37308393289', '9076863689/335775539601', '1008572173/37308393289', '9077420219/335775539601', '9077674087/335775539601', '9077909899/335775539601', '1008680755/37308393289', '3026108095/111925179867', '3026167439/111925179867', '9078661237/335775539601', '3026267257/111925179867', '9078924947/335775539601', '9079032043/335775539601', '9079124459/335775539601']
