['0', '15796439/8471001506', '31595477/8471001506', '4309069/770091046', '63211897/8471001506', '79034519/8471001506', '94870319/8471001506', '110721967/8471001506', '126592175/8471001506', '142483719/8471001506', '158399389/8471001506', '174342015/8471001506', '190314585/8471001506', '206319875/8471001506', '222361171/8471001506', '238441403/8471001506', '254563869/8471001506', '270731817/8471001506', '286948697/8471001506', '303218013/8471001506', '319543421/8471001506', '335928741/8471001506', '352377931/8471001506', '368895137/8471001506', '385484709/8471001506', '36559201/770091046', '418899449/8471001506', '435734543/8471001506', '452661897/8471001506', '469687265/8471001506', '486816863/8471001506', '504057337/8471001506', '521415897/8471001506']
['36085393/1237692989', '144597825/4950771956', '2785995/95207153', '72581237/2475385978', '36367290/1237692989', '145790653/4950771956', '146125887/4950771956', '36618405/1237692989', '11294827/380828612', '147202017/4950771956', '147580335/4950771956', '159791/5346406', '37089837/1237692989', '11442905/380828612', '5736949/190414306', '149566907/4950771956', '2884142/95207153', '37596245/1237692989', '150794599/4950771956', '151203093/4950771956', '2915565/95207153', '76006119/2475385978', '11723891/380828612', '38200784/1237692989', '38297189/1237692989', '153566111/4950771956', '153934005/4950771956', '154291039/4950771956', '38658991/1237692989', '154967355/4950771956', '155283961/4950771956', '77792219/2475385978', '38966935/1237692989']
['578368205/19804607759', '579343445/19804607759', '580387057/19804607759', '581496219/19804607759', '582667369/19804607759', '34346849/1164976927', '34422297/1164976927', '586510705/19804607759', '587886823/19804607759', '589302825/19804607759', '590754153/19804607759', '592236277/19804607759', '34926161/1164976927', '595275073/19804607759', '596822853/19804607759', '598383839/19804607759', '599953445/19804607759', '601527539/19804607759', '603101539/19804607759', '604671213/19804607759', '606231975/19804607759', '607779377/19804607759', '609308807/19804607759', '610815573/19804607759', '612294897/19804607759', '613741877/19804607759', '615151517/19804607759', '616518713/19804607759', '617838281/19804607759', '619105033/19804607759', '620313871/19804607759', '621459965/19804607759', '622539075/19804607759']
['289685061/9903063847', '290147795/9903063847', '290643577/9903063847', '291171271/9903063847', '291729049/9903063847', '292315127/9903063847', '292927275/9903063847', '293563465/9903063847', '294221321/9903063847', '294898791/9903063847', '295593483/9903063847', '296303345/9903063847', '297026041/9903063847', '297759543/9903063847', '298501505/9903063847', '299250025/9903063847', '300002677/9903063847', '300757579/9903063847', '301512341/9903063847', '302265027/9903063847', '303013215/9903063847', '303754901/9903063847', '304487641/9903063847', '305209301/9903063847', '305917385/9903063847', '306609655/9903063847', '307283507/9903063847', '307936635/9903063847', '308566353/9903063847', '309170323/9903063847', '309745949/9903063847', '310291089/9903063847', '310803595/9903063847']
['96717461/3301254486', '290592139/9903763458', '48510661/1650627243', '97188899/3301254486', '292098761/9903763458', '292658321/9903763458', '5430433/183403027', '293851855/9903763458', '294481583/9903763458', '147565211/4951881729', '49299367/1650627243', '98825587/3301254486', '297169967/9903763458', '297873689/9903763458', '33176197/1100418162', '299304191/9903763458', '150013369/4951881729', '150375691/4951881729', '301475951/9903763458', '151099187/4951881729', '151458217/4951881729', '303628003/9903763458', '152165423/4951881729', '305022709/9903763458', '16983406/550209081', '153182153/4951881729', '102336439/3301254486', '153816971/4951881729', '154117871/4951881729', '51468718/1650627243', '154680650/4951881729', '309880543/9903763458', '310368163/9903763458']
['290619705/9904463069', '291036483/9904463069', '291484355/9904463069', '291962123/9904463069', '292468473/9904463069', '293001515/9904463069', '293559489/9904463069', '294140245/9904463069', '294741845/9904463069', '295362053/9904463069', '295998921/9904463069', '296650177/9904463069', '297313893/9904463069', '297987835/9904463069', '298670041/9904463069', '299358357/9904463069', '300050799/9904463069', '300745185/9904463069', '301439561/9904463069', '302131721/9904463069', '302819653/9904463069', '303501105/9904463069', '304174051/9904463069', '304836117/9904463069', '305485231/9904463069', '306118957/9904463069', '306735127/9904463069', '307331249/9904463069', '307905131/9904463069', '308454293/9904463069', '308976651/9904463069', '309469997/9904463069', '309932731/9904463069']
['291054709/9905105994', '41635777/1415015142', '291876185/9905105994', '146165485/4952552997', '292813445/9905105994', '293321965/9905105994', '146927350/4952552997', '147204863/4952552997', '98328347/3301701998', '295578607/9905105994', '296188387/9905105994', '148406162/4952552997', '49574729/1650850999', '298094507/9905105994', '99582885/3301701998', '149704423/4952552997', '50012166/1650850999', '50123184/1650850999', '301405109/9905105994', '302068987/9905105994', '50454771/1650850999', '303381959/9905105994', '152013424/4952552997', '152330567/4952552997', '7268634/235835857', '152944555/4952552997', '306478325/9905105994', '51174666/1650850999', '307595861/9905105994', '308119685/9905105994', '154308662/4952552997', '309086833/9905105994', '309526589/9905105994']
['291489713/9905748919', '291864395/9905748919', '292268015/9905748919', '292699817/9905748919', '293158417/9905748919', '26694765/900522629', '26740901/900522629', '294679207/9905748919', '295228237/9905748919', '295795161/9905748919', '296377853/9905748919', '296974471/9905748919', '297582855/9905748919', '298201179/9905748919', '298827269/9905748919', '299459335/9905748919', '300095193/9905748919', '300733023/9905748919', '301370657/9905748919', '302006253/9905748919', '27512509/900522629', '303262813/9905748919', '303879645/9905748919', '304486151/9905748919', '305080025/9905748919', '305659263/9905748919', '306221523/9905748919', '306764743/9905748919', '307286591/9905748919', '307785077/9905748919', '308257997/9905748919', '308703669/9905748919', '309120447/9905748919']
['583787927/19812677699', '584498593/19812677699', '585265269/19812677699', '586086395/19812677699', '586959625/19812677699', '587882069/19812677699', '588850393/19812677699', '589861049/19812677699', '590910327/19812677699', '591994407/19812677699', '593109423/19812677699', '594251507/19812677699', '595416747/19812677699', '596601273/19812677699', '597801119/19812677699', '599012497/19812677699', '600231431/19812677699', '601454017/19812677699', '602676359/19812677699', '603894499/19812677699', '605104417/19812677699', '606302141/19812677699', '607483545/19812677699', '608644539/19812677699', '609780931/19812677699', '610888507/19812677699', '611963009/19812677699', '613000171/19812677699', '613995761/19812677699', '614945675/19812677699', '615846007/19812677699', '616693305/19812677699', '617484765/19812677699']
['146149107/4953464390', '146317099/4953464390', '146498627/4953464390', '146693289/4953464390', '73450302/2476732195', '147119827/4953464390', '147350241/4953464390', '147590921/4953464390', '29568209/990692878', '21157089/707637770', '29673157/990692878', '10617037/353818885', '74458473/2476732195', '149200047/4953464390', '4271055/141527554', '149776581/4953464390', '150068119/4953464390', '21480071/707637770', '150652851/4953464390', '150944123/4953464390', '151233409/4953464390', '75759832/2476732195', '15180195/495346439', '76039597/2476732195', '152350453/4953464390', '76307311/2476732195', '152870743/4953464390', '76558857/2476732195', '30670917/990692878', '153580299/4953464390', '30758801/990692878', '76997409/2476732195', '154182159/4953464390']
['292673051/9907469112', '97663801/3302489704', '36666976/1238433639', '97901887/3302489704', '147049985/4953734556', '36814681/1238433639', '73739153/2476867278', '98471941/3302489704', '73973341/2476867278', '74096863/2476867278', '98965425/3302489704', '49569665/1651244852', '297950755/9907469112', '37311590/1238433639', '299041991/9907469112', '49932791/1651244852', '150077555/4953734556', '150357581/4953734556', '25106257/825622426', '301832939/9907469112', '50397803/1651244852', '100978271/3302489704', '151737479/4953734556', '304005293/9907469112', '38065480/1238433639', '305028593/9907469112', '12729898/412811213', '305988721/9907469112', '102146713/3302489704', '306869911/9907469112', '307276291/9907469112', '102552581/3302489704', '77003269/2476867278']
['73261972/2477002361', '73337152/2477002361', '146837181/4954004722', '73506186/2477002361', '73599683/2477002361', '147397621/4954004722', '147606371/4954004722', '73912451/2477002361', '148052319/4954004722', '148287829/4954004722', '74265245/2477002361', '74389736/2477002361', '149033809/4954004722', '149292673/4954004722', '74777533/2477002361', '149820165/4954004722', '150086991/4954004722', '150354665/4954004722', '150622233/4954004722', '75444408/2477002361', '151153409/4954004722', '151415149/4954004722', '75836504/2477002361', '151926099/4954004722', '152173387/4954004722', '152413971/4954004722', '152646809/4954004722', '152871007/4954004722', '76542777/2477002361', '76644806/2477002361', '76741143/2477002361', '153662925/4954004722', '153830917/4954004722']
['586789761/19817007163', '587358915/19817007163', '587976411/19817007163', '588641335/19817007163', '589352043/19817007163', '590106293/19817007163', '590901403/19817007163', '591734405/19817007163', '592602125/19817007163', '31236907/1043000377', '594428339/19817007163', '595379973/19817007163', '596352621/19817007163', '597342799/19817007163', '598346895/19817007163', '599361385/19817007163', '600382749/19817007163', '601407257/19817007163', '602431463/19817007163', '603451631/19817007163', '604464137/19817007163', '605465309/19817007163', '606451413/19817007163', '607418729/19817007163', '608363485/19817007163', '609281915/19817007163', '610170257/19817007163', '611024779/19817007163', '611841863/19817007163', '612618059/19817007163', '613350207/19817007163', '32317665/1043000377', '614672339/19817007163']
['293741873/9908997719', '294010307/9908997719', '294302049/9908997719', '294616591/9908997719', '294953311/9908997719', '295311051/9908997719', '295688661/9908997719', '296084601/9908997719', '296497487/9908997719', '296925575/9908997719', '297367359/9908997719', '297821029/9908997719', '298285003/9908997719', '298757453/9908997719', '299236763/9908997719', '299721055/9908997719', '300208767/9908997719', '300697927/9908997719', '301186997/9908997719', '301673999/9908997719', '302157319/9908997719', '302635011/9908997719', '303105397/9908997719', '303566531/9908997719', '304016711/9908997719', '304453973/9908997719', '304876639/9908997719', '305282765/9908997719', '305670755/9908997719', '306038835/9908997719', '306385635/9908997719', '306709785/9908997719', '307010505/9908997719']
['294062363/9909448779', '679714/22885563', '294592324/9909448779', '294890525/9909448779', '295210094/9909448779', '295550059/9909448779', '98636411/3303149593', '296286256/9909448779', '98893227/3303149593', '99029320/3303149593', '297509504/9909448779', '297942682/9909448779', '99461947/3303149593', '99612440/3303149593', '99765139/3303149593', '99919477/3303149593', '300224711/9909448779', '100230816/3303149593', '301160026/9909448779', '301625629/9909448779', '302087555/9909448779', '302544041/9909448779', '302993314/9909448779', '303433609/9909448779', '303863150/9909448779', '304280153/9909448779', '304682866/9909448779', '101689850/3303149593', '101812848/3303149593', '305788276/9909448779', '306117340/9909448779', '102141523/3303149593', '102236382/3303149593']
['294382853/9909899839', '294622017/9909899839', '294882599/9909899839', '295164459/9909899839', '295466877/9909899839', '42255581/1415699977', '296129805/9909899839', '296487911/9909899839', '296861875/9909899839', '42464335/1415699977', '297651649/9909899839', '298064335/9909899839', '298486679/9909899839', '298917187/9909899839', '299354071/9909899839', '299795807/9909899839', '300240655/9909899839', '300686969/9909899839', '301133055/9909899839', '301577259/9909899839', '302017791/9909899839', '302453071/9909899839', '302881231/9909899839', '303300687/9909899839', '303709589/9909899839', '304106333/9909899839', '304489093/9909899839', '43550905/1415699977', '305206333/9909899839', '305537717/9909899839', '305849045/9909899839', '306139353/9909899839', '43772541/1415699977']
['589356741/19820621855', '589808399/19820621855', '118060259/3964124371', '118167011/3964124371', '591408593/19820621855', '592020243/19820621855', '592667911/19820621855', '593349151/19820621855', '594061283/19820621855', '594801477/19820621855', '595566753/19820621855', '596354051/19820621855', '597160261/19820621855', '597982247/19820621855', '598816771/19820621855', '599660599/19820621855', '600510613/19820621855', '601363329/19820621855', '602215699/19820621855', '603064247/19820621855', '603905731/19820621855', '604736811/19820621855', '121110823/3964124371', '121270861/3964124371', '607134031/19820621855', '607889951/19820621855', '608618773/19820621855', '609317307/19820621855', '609982489/19820621855', '122122295/3964124371', '611201773/19820621855', '611751389/19820621855', '612258987/19820621855']
