['0', '98229185/73746850529', '392936473/147493701058', '589454003/147493701058', '786030763/147493701058', '491343311/73746850529', '1179441487/147493701058', '125119585/13408518278', '143029881/13408518278', '1770501583/147493701058', '1967854693/147493701058', '1082704410/73746850529', '2363184949/147493701058', '1280602200/73746850529', '2759488819/147493701058', '134457274/6704259139', '3156940495/147493701058', '1678076409/73746850529', '1777860094/73746850529', '3755666223/147493701058', '3956015105/147493701058', '4156791503/147493701058', '4358020761/147493701058', '4559728885/147493701058', '2380971269/73746850529', '4964689217/147493701058', '2583998633/73746850529', '5371895863/147493701058', '506946841/13408518278', '5781586741/147493701058', '2993721374/73746850529', '3097008509/73746850529', '290970213/6704259139', '3304731172/73746850529', '6818408309/147493701058', '3514111368/73746850529', '7238947741/147493701058', '7450627755/147493701058', '696664521/13408518278']
['4412962109/172302163917', '1471028079/57434054639', '1471073741/57434054639', '1471124683/57434054639', '1471181157/57434054639', '8827460275/344604327834', '4413934393/172302163917', '4414156427/172302163917', '113189643/4418004203', '4414653029/172302163917', '8829853247/344604327834', '8830432145/344604327834', '4415520277/172302163917', '77470843/3022844981', '1472055976/57434054639', '4416508406/172302163917', '1472285917/57434054639', '679571419/26508025218', '679627061/26508025218', '2945293937/114868109278', '8836614407/344604327834', '2945781915/114868109278', '4419035854/172302163917', '8838788489/344604327834', '1473248690/57434054639', '4420089533/172302163917', '4420422820/172302163917', '4420744342/172302163917', '232686976/9068534943', '4421346140/172302163917', '1473874644/57434054639', '155153861/6045689962', '8844257425/344604327834', '1474118188/57434054639', '4422562376/172302163917', '4422752296/172302163917', '2948616433/114868109278', '465587377/18137069886', '8846438713/344604327834']
['17652968173/689209998300', '1961491793/76578888700', '4413485116/172302499575', '4413628703/172302499575', '17655152299/689209998300', '17655855337/689209998300', '8828312743/344604999150', '17657463391/689209998300', '8829184351/344604999150', '8829670049/344604999150', '17660375311/689209998300', '17661471193/689209998300', '883131188/34460499915', '176638283/6892099983', '17665079423/689209998300', '17666371159/689209998300', '1766769707/68920999830', '17669050277/689209998300', '4417605892/172302499575', '8835904783/344604999150', '8836600309/344604999150', '17674589117/689209998300', '12808672/499427535', '491036884/19144722175', '17678663119/689209998300', '17679966139/689209998300', '17681230141/689209998300', '5894149609/229736666100', '5894538821/229736666100', '294745466/11486833305', '1473814913/57434166525', '17686765949/689209998300', '17687686339/689209998300', '5896179509/229736666100', '1965480217/76578888700', '3538007423/137841999660', '3538137101/137841999660', '4422817382/172302499575', '8845896167/344604999150']
['2942347985/114868556822', '2942419221/114868556822', '4413749009/172302835233', '4413883357/172302835233', '8828065357/344605670466', '1471399177/57434278411', '1471459450/57434278411', '2943050179/114868556822', '4414788274/172302835233', '1471672340/57434278411', '4415261032/172302835233', '4415519524/172302835233', '4415791603/172302835233', '4416076099/172302835233', '8832743567/344605670466', '2944451449/114868556822', '4416990784/172302835233', '4417310915/172302835233', '8835271775/344605670466', '8835927755/344605670466', '2945528737/114868556822', '4418621686/172302835233', '4418947826/172302835233', '8838539335/344605670466', '8839170979/344605670466', '2946595691/114868556822', '8840384501/344605670466', '91143919/3552635778', '8841511375/344605670466', '4421017840/172302835233', '1473755182/57434278411', '4421497936/172302835233', '1473904819/57434278411', '2947943133/114868556822', '8844197201/344605670466', '8844532523/344605670466', '4422418103/172302835233', '8845109365/344605670466', '2948451207/114868556822']
['8827549601/344606273275', '1765549959/68921254655', '3531190067/137842509310', '1765645487/68921254655', '8828508087/344606273275', '8828818301/344606273275', '17658317753/689212546550', '1765906037/68921254655', '17659864311/689212546550', '1766072851/68921254655', '706466041/27568501862', '17662629077/689212546550', '802893596/31327843025', '1766473686/68921254655', '17665857437/689212546550', '8833507689/344606273275', '17668204781/689212546550', '706776773/27568501862', '8835326184/344606273275', '17671897093/689212546550', '3534629291/137842509310', '17674393417/689212546550', '17675630873/689212546550', '321397307/12531137210', '17678049649/689212546550', '803600801/31327843025', '17680349633/689212546550', '1768143992/68921254655', '707299331/27568501862', '8841737548/344606273275', '17684411489/689212546550', '17685289351/689212546550', '8843053227/344606273275', '17686861491/689212546550', '8843777067/344606273275', '3537637003/137842509310', '8844377841/344606273275', '8844634243/344606273275', '32163139/1253113721']
['8828055247/344606876084', '8828241927/344606876084', '8828452317/344606876084', '2207172039/86151719021', '8828950817/344606876084', '2207310385/86151719021', '8829561053/344606876084', '8829909833/344606876084', '8830287763/344606876084', '4415347235/172303438042', '8831128961/344606876084', '8831590029/344606876084', '4416037953/172303438042', '4416292331/172303438042', '4416556935/172303438042', '8833661031/344606876084', '8834223213/344606876084', '8834797495/344606876084', '8835380593/344606876084', '4417984669/172303438042', '2209140061/86151719021', '8837150045/344606876084', '8837735221/344606876084', '4419156275/172303438042', '4419439335/172303438042', '8839430549/344606876084', '2209991283/86151719021', '8840479777/344606876084', '2210242975/86151719021', '2210359854/86151719021', '8841880397/344606876084', '8842293479/344606876084', '2210669385/86151719021', '2210758023/86151719021', '8843356933/344606876084', '2210913123/86151719021', '2210979869/86151719021', '8844159121/344606876084', '8844372829/344606876084']
['17657022476/689214833173', '17657371849/689214833173', '17657766107/689214833173', '17658208486/689214833173', '17658701803/689214833173', '17659248346/689214833173', '17659849725/689214833173', '17660506779/689214833173', '17661219508/689214833173', '17661987101/689214833173', '17662807894/689214833173', '17663679447/689214833173', '17664598589/689214833173', '17665561484/689214833173', '17666563679/689214833173', '17667600214/689214833173', '17668665666/689214833173', '17669754244/689214833173', '17670859832/689214833173', '17671976159/689214833173', '17673096718/689214833173', '17674215038/689214833173', '17675324556/689214833173', '17676418890/689214833173', '17677491774/689214833173', '17678537215/689214833173', '17679549543/689214833173', '17680523528/689214833173', '17681454425/689214833173', '17682338094/689214833173', '17683171060/689214833173', '17683950598/689214833173', '17684674789/689214833173', '17685342612/689214833173', '17685953915/689214833173', '17686509448/689214833173', '17687010780/689214833173', '17687460207/689214833173', '17687860595/689214833173']
['8828967229/344607957089', '8829129922/344607957089', '802664890/31327996099', '8829520330/344607957089', '8829750986/344607957089', '8830006806/344607957089', '8830288672/344607957089', '8830596946/344607957089', '8830931745/344607957089', '8831292631/344607957089', '802879903/31327996099', '8832089418/344607957089', '917093/35781119', '8832976822/344607957089', '8833449809/344607957089', '8833939183/344607957089', '8834442453/344607957089', '8834956749/344607957089', '8835479239/344607957089', '8836006821/344607957089', '8836536474/344607957089', '8837064993/344607957089', '8837589335/344607957089', '8838106340/344607957089', '8838613104/344607957089', '8839106666/344607957089', '8839584411/344607957089', '803640341/31327996099', '8840482525/344607957089', '8840898678/344607957089', '8841290663/344607957089', '8841657119/344607957089', '8841997249/344607957089', '8842310520/344607957089', '8842596982/344607957089', '8842856956/344607957089', '8843091304/344607957089', '8843301086/344607957089', '8843487766/344607957089']
['8829377840/344608441093', '8829529962/344608441093', '17659404109/689216882186', '17659791239/689216882186', '8830111998/344608441093', '17660704575/689216882186', '17661234579/689216882186', '17661814913/689216882186', '8831222863/344608441093', '17663126385/689216882186', '17663855505/689216882186', '17664630947/689216882186', '17665449887/689216882186', '8833154439/344608441093', '8833601949/344608441093', '17668130409/689216882186', '1262077391/49229777299', '17670057781/689216882186', '17671047705/689216882186', '8836023740/344608441093', '8836525566/344608441093', '12464071/486048577', '8837523049/344608441093', '17676025517/689216882186', '8838492588/344608441093', '8838959791/344608441093', '17678823563/689216882186', '8839846171/344608441093', '8840260819/344608441093', '17681307719/689216882186', '8841023746/344608441093', '1263052755/49229777299', '17683379339/689216882186', '17683968987/689216882186', '17684507541/689216882186', '8842497914/344608441093', '2526490775/98459554598', '8842914274/344608441093', '17686177921/689216882186']
['2943262817/114869641699', '8829930002/344608925097', '8830090319/344608925097', '8830270909/344608925097', '8830473010/344608925097', '2943565923/114869641699', '8830945907/344608925097', '8831217967/344608925097', '8831513981/344608925097', '8831833754/344608925097', '8832176572/344608925097', '8832541529/344608925097', '2944309068/114869641699', '519607768/20271113241', '8833754089/344608925097', '8834191226/344608925097', '8834641021/344608925097', '8835101032/344608925097', '8835568466/344608925097', '8836040659/344608925097', '2945504886/114869641699', '519822805/20271113241', '2945818921/114869641699', '2945973059/114869641699', '2946124024/114869641699', '2946270972/114869641699', '8839239152/344608925097', '8839648591/344608925097', '8840039113/344608925097', '8840409041/344608925097', '2946918943/114869641699', '8841081451/344608925097', '8841382090/344608925097', '2947219489/114869641699', '8841910559/344608925097', '173375272/6757037747', '8842344121/344608925097', '2947509154/114869641699', '2947563385/114869641699']
['35320630521/1378437431423', '35321159335/1378437431423', '35321759069/1378437431423', '35322435323/1378437431423', '35323193129/1378437431423', '35324036711/1378437431423', '35324969219/1378437431423', '35325992557/1378437431423', '35327107251/1378437431423', '35328312395/1378437431423', '2717661973/106033648571', '35330983321/1378437431423', '35332440391/1378437431423', '35333970673/1378437431423', '35335566897/1378437431423', '35337220825/1378437431423', '35338923423/1378437431423', '35340664999/1378437431423', '35342435213/1378437431423', '35344223481/1378437431423', '35346018821/1378437431423', '35347810241/1378437431423', '35349586653/1378437431423', '35351337293/1378437431423', '35353051583/1378437431423', '35354719471/1378437431423', '35356331515/1378437431423', '35357879051/1378437431423', '35359354319/1378437431423', '35360750637/1378437431423', '35362062503/1378437431423', '35363285769/1378437431423', '35364417717/1378437431423', '35365457133/1378437431423', '35366404325/1378437431423', '2720558545/106033648571', '35368030539/1378437431423', '35368716949/1378437431423', '35369325437/1378437431423']
['17661053619/689219581229', '17661299331/689219581229', '17661578431/689219581229', '17661893505/689219581229', '17662247109/689219581229', '17662641173/689219581229', '17663077405/689219581229', '17663556623/689219581229', '17664079289/689219581229', '17664644887/689219581229', '17665252505/689219581229', '17665900263/689219581229', '17666585983/689219581229', '17667306561/689219581229', '17668058719/689219581229', '17668838373/689219581229', '17669641381/689219581229', '17670462935/689219581229', '17671298281/689219581229', '17672142163/689219581229', '17672989505/689219581229', '17673834871/689219581229', '17674673127/689219581229', '17675498939/689219581229', '17676307439/689219581229', '17677093639/689219581229', '17677853211/689219581229', '17678581869/689219581229', '17679276093/689219581229', '17679932555/689219581229', '17680548845/689219581229', '17681122867/689219581229', '17681653537/689219581229', '17682140199/689219581229', '17682583207/689219581229', '17682983341/689219581229', '17683342297/689219581229', '17683662025/689219581229', '17683945127/689219581229']
['35323432953/1378440708149', '35323891573/1378440708149', '35324413023/1378440708149', '35325002495/1378440708149', '35325664719/1378440708149', '35326403693/1378440708149', '35327222527/1378440708149', '35328123165/1378440708149', '35329106317/1378440708149', '35330171381/1378440708149', '35331316437/1378440708149', '35332538259/1378440708149', '35333832447/1378440708149', '35335193441/1378440708149', '35336614689/1378440708149', '35338088721/1378440708149', '35339607309/1378440708149', '35341161579/1378440708149', '35342742095/1378440708149', '35344339123/1378440708149', '35345942593/1378440708149', '35347542411/1378440708149', '35349128419/1378440708149', '35350690713/1378440708149', '35352219639/1378440708149', '35353705993/1378440708149', '35355141183/1378440708149', '35356517349/1378440708149', '35357827497/1378440708149', '35359065621/1378440708149', '35360226891/1378440708149', '35361307685/1378440708149', '35362305751/1378440708149', '35363220221/1378440708149', '35364051631/1378440708149', '35364801841/1378440708149', '35365473949/1378440708149', '35366072001/1378440708149', '35366600815/1378440708149']
